RowSegmentID	Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes	
68389	Tomophagus colossus Vietnam HCMC 10		1	559				JN184396			Tomophagus colossus Vietnam HCMC 10					Vietnam			
68388	Tomophagus colossus Philippines CGMCC5.763		1	559				ZQ081068			Tomophagus colossus Philippines CGMCC5.763					Philippines			
68387	Ganoderma weberianum Australia SUT H2		1	559				AY569451			Ganoderma weberianum Australia SUT H2					Australia			
68386	Ganoderma weberianum China HMAS97365		1	559				JF915411			Ganoderma weberianum China HMAS97365					China			
68385	Ganoderma weberianum Philippines CBS219.36		1	559				JQ520219			Ganoderma weberianum Philippines CBS219.36					Philippines			
68384	Ganoderma tsugae U.S.A ASI-7064		1	559				JQ520216			Ganoderma tsugae U.S.A ASI-7064					U.S.A			
68383	Ganoderma tsugae Canada ATCC64795		1	559				JQ520215			Ganoderma tsugae Canada ATCC64795					Canada			
68382	Ganoderma tropicum Taiwan Wu 0407-2		1	559				EU021458			Ganoderma tropicum Taiwan Wu 0407-2					Taiwan			
68381	Ganoderma tropicum China HMAS263143		1	559				JF915410			Ganoderma tropicum China HMAS263143					China			
68380	Ganoderma resinaceum U.K HMAS86599		1	559				AY884177			Ganoderma resinaceum U.K HMAS86599					U.K			
68379	Ganoderma resinaceum Czech IUM-3651		1	559				JQ520204			Ganoderma resinaceum Czech IUM-3651					Czech			
68378	Ganoderma resinaceum U.K CBS152.27		1	559				JQ520200			Ganoderma resinaceum U.K CBS152.27					U.K			
68377	Ganoderma multipileum China HMAS242384		1	559				JF915409			Ganoderma multipileum China HMAS242384					China			
68376	Ganoderma multipileum China BCRC37033		1	559				EU021462			Ganoderma multipileum China BCRC37033					China			
68375	Ganoderma meredithae unknown ASI-7140		1	559				JQ520191			Ganoderma meredithae unknown ASI-7140					Unknown			
68374	Ganoderma meredithae U.S.A ATCC64492		1	559				JQ520190			Ganoderma meredithae U.S.A ATCC64492					U.S.A			
68373	Ganoderma lingzhi China Wu 1006-38		1	559				JQ781858			Ganoderma lingzhi China Wu 1006-38					China			
68372	Ganoderma lingzhi China Dai12438		1	559				JQ781861			Ganoderma lingzhi China Dai12438					China			
68371	Ganoderma lingzhi China Cui6982		1	559				JQ781862			Ganoderma lingzhi China Cui6982					China			
68370	Ganoderma lingzhi China Cui9164		1	559				JQ781859			Ganoderma lingzhi China Cui9164					China			
68369	Ganoderma sichuanense China HMAS251148		1	559				JF915403			Ganoderma sichuanense China HMAS251148					China			
68366	Ganoderma sichuanense China HMAS251145		1	559				JF915400			Ganoderma sichuanense China HMAS251145					China			
68365	Ganoderma sichuanense China HMAS250677		1	559				JF915399			Ganoderma sichuanense China HMAS250677					China			
