Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes
Lysobacter sp IB 9374		1	1169				AB244037			Lysobacter sp IB 9374								
Lysobacter capsici AZ78		1	1169				EYR68409			Lysobacter capsici AZ78								
Janthinobacterium agaricidamnosum NBRC 102515		1	1169				HG322949			Janthinobacterium agaricidamnosum NBRC 102515								
Jeongeupia naejangsanensis Njc02		1	1169				HM233733			Jeongeupia naejangsanensis Njc02								
Bacillus circulans N257		1	1169				AB059267			Bacillus circulans N257								
Xanthomonas vesicatoria ATCC 35937		1	1169				EGD1117			Xanthomonas vesicatoria ATCC 35937								
Xanthomonas perforans 91 118		1	1169				EGD14463			Xanthomonas perforans 91 118								
Cellulomonas fimi ATCC 484		1	1169				NC015514			Cellulomonas fimi ATCC 484								
Streptomyces coelicolor A3(2)		1	1169				AL939108			Streptomyces coelicolor A3(2)								
Bacillus subtilis 168		1	1169				CAB13696			Bacillus subtilis 168								
