Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes
Ascochyta pisi CBS 122751		1	3023							Ascochyta pisi CBS 122751								
Phoma odoratissimi CGMCC 3 17502		1	3023							Phoma odoratissimi CGMCC 3 17502								
Didymella adianticola strain CBS 187 83		1	3023							Didymella adianticola strain CBS 187 83								
Didymella applanata strain CBS 205 63		1	3023							Didymella applanata strain CBS 205 63								
Didymella cannabis strain CBS 234 37		1	3023							Didymella cannabis strain CBS 234 37								
Didymella catariae strain CBS 102635		1	3023							Didymella catariae strain CBS 102635								
Didymella exigua strain CBS 183 55		1	3023							Didymella exigua strain CBS 183 55								
Didymella macropodii CBS 100191		1	3023							Didymella macropodii CBS 100191								
Didymella pisi strain CBS 122785		1	3023							Didymella pisi strain CBS 122785								
Didymella pisi strain CBS 126 54		1	3023							Didymella pisi strain CBS 126 54								
Didymella rabiei strain CBS 534 65		1	3023							Didymella rabiei strain CBS 534 65								
Didymella urticicola strain CBS 121 75		1	3023							Didymella urticicola strain CBS 121 75								
Phoma odoratissimi CGMCC 3 17488		1	3023							Phoma odoratissimi CGMCC 3 17488								
Phoma odoratissimi LC 1614		1	3023							Phoma odoratissimi LC 1614								
Phoma odoratissimi CGMCC 3 17501		1	3023							Phoma odoratissimi CGMCC 3 17501								
Phoma odoratissimi LC 1616		1	3023							Phoma odoratissimi LC 1616								
Phoma odoratissimi LC 1617		1	3023							Phoma odoratissimi LC 1617								
Phoma segeticola LC 1633		1	3023							Phoma segeticola LC 1633								
Phoma segeticola LC 1634		1	3023							Phoma segeticola LC 1634								
Phoma segeticola CGMCC 3 17498		1	3023							Phoma segeticola CGMCC 3 17498								
Phoma segeticola CGMCC 3 17489		1	3023							Phoma segeticola CGMCC 3 17489								
Phoma acetosellae strain CBS 179 97		1	3023							Phoma acetosellae strain CBS 179 97								
Phoma aliena strain CBS 379 93		1	3023							Phoma aliena strain CBS 379 93								
Phoma aubrietiae strain CBS 383 67		1	3023							Phoma aubrietiae strain CBS 383 67								
Phoma bellidis strain CBS 714 85		1	3023							Phoma bellidis strain CBS 714 85								
Phoma bellidis strain PD 94 886		1	3023							Phoma bellidis strain PD 94 886								
Phoma bulgarica strain CBS 124515		1	3023							Phoma bulgarica strain CBS 124515								
Phoma bulgarica strain CBS 357 84		1	3023							Phoma bulgarica strain CBS 357 84								
Phoma dactylidis strain CBS 124513		1	3023							Phoma dactylidis strain CBS 124513								
Phoma digitalis strain CBS 109179		1	3023							Phoma digitalis strain CBS 109179								
Phoma digitalis strain CBS 229 79		1	3023							Phoma digitalis strain CBS 229 79								
Phoma herbarum strain CBS 502 91		1	3023							Phoma herbarum strain CBS 502 91								
Phoma herbarum strain CBS 615 75		1	3023							Phoma herbarum strain CBS 615 75								
Phoma herbicola strain CBS 629 97		1	3023							Phoma herbicola strain CBS 629 97								
Phoma humicola strain CBS 220 85		1	3023							Phoma humicola strain CBS 220 85								
Phoma macrostoma var  incolorata strain CBS 223 69		1	3023							Phoma macrostoma var  incolorata strain CBS 223 69								
Phoma macrostoma var  macrostoma strain CBS 529 66		1	3023							Phoma macrostoma var  macrostoma strain CBS 529 66								
Phoma medicaginis var  macrospora strain CBS 404 65		1	3023							Phoma medicaginis var  macrospora strain CBS 404 65								
Phoma medicaginis var  medicaginis strain CBS 316 90		1	3023							Phoma medicaginis var  medicaginis strain CBS 316 90								
Phoma microchlamydospora strain CBS 105 95		1	3023							Phoma microchlamydospora strain CBS 105 95								
Phoma nebulosa strain CBS 117 93		1	3023							Phoma nebulosa strain CBS 117 93								
Phoma paspali strain CBS 560 81		1	3023							Phoma paspali strain CBS 560 81								
Phoma pedeiae strain CBS 124517		1	3023							Phoma pedeiae strain CBS 124517								
Phoma polemonii strain CBS 109181		1	3023							Phoma polemonii strain CBS 109181								
Phoma rhei strain CBS 109177		1	3023							Phoma rhei strain CBS 109177								
Phoma saxea strain CBS 419 92		1	3023							Phoma saxea strain CBS 419 92								
Phoma selaginellicola strain CBS 122 93		1	3023							Phoma selaginellicola strain CBS 122 93								
Phoma senecionis strain CBS 160 78		1	3023							Phoma senecionis strain CBS 160 78								
Phoma subherbarum strain CBS 250 92		1	3023							Phoma subherbarum strain CBS 250 92								
Phoma viburnicola strain CBS 523 73		1	3023							Phoma viburnicola strain CBS 523 73								
Phoma xanthina strain CBS 383 68		1	3023							Phoma xanthina strain CBS 383 68								
