Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes	
Adenophorus oahuensis		1	3819							Adenophorus oahuensis								
Campyloneurum phyllitidis		1	3819							Campyloneurum phyllitidis								
Microgramma persicariifolia		1	3819							Microgramma persicariifolia								
Pecluma alfredii		1	3819							Pecluma alfredii								
Pecluma barituensis		1	3819							Pecluma barituensis								
Pecluma bourgeauana		1	3819							Pecluma bourgeauana								
Pecluma camptophyllaria		1	3819							Pecluma camptophyllaria								
Pecluma chnoophora		1	3819							Pecluma chnoophora								
Pecluma choquetangensis		1	3819							Pecluma choquetangensis								
Pecluma consimilis		1	3819							Pecluma consimilis								
Pecluma curvans		1	3819							Pecluma curvans								
Pecluma dispersa		1	3819							Pecluma dispersa								
Pecluma divaricata		1	3819							Pecluma divaricata								
Pecluma dulce		1	3819							Pecluma dulce								
Pecluma eurybasis var glabrescens		1	3819							Pecluma eurybasis var glabrescens								
Pecluma eurybasis var villosa		1	3819							Pecluma eurybasis var villosa								
Pecluma filicula		1	3819							Pecluma filicula								
Pecluma hartwegiana		1	3819							Pecluma hartwegiana								
Pecluma hygrometrica		1	3819							Pecluma hygrometrica								
Pecluma insularis		1	3819							Pecluma insularis								
Pecluma longepinnulata		1	3819							Pecluma longepinnulata								
Pecluma macedoi		1	3819							Pecluma macedoi								
Pecluma oranensis		1	3819							Pecluma oranensis								
Pecluma paradiseae		1	3819							Pecluma paradiseae								
Pecluma pastazensis		1	3819							Pecluma pastazensis								
Pecluma pectinata		1	3819							Pecluma pectinata								
Pecluma pectinatiformis		1	3819							Pecluma pectinatiformis								
Pecluma perpinnata		1	3819							Pecluma perpinnata								
Pecluma pilosa		1	3819							Pecluma pilosa								
Pecluma plumula		1	3819							Pecluma plumula								
Pecluma ptilota		1	3819							Pecluma ptilota								
Pecluma recurvata		1	3819							Pecluma recurvata								
Pecluma rhachipterygia		1	3819							Pecluma rhachipterygia								
Pecluma sicca		1	3819							Pecluma sicca								
Pecluma singeri		1	3819							Pecluma singeri								
Pecluma sursumcurrens		1	3819							Pecluma sursumcurrens								
Pecluma truncorum		1	3819							Pecluma truncorum								
Pecluma venturii		1	3819							Pecluma venturii								
Phlebodium areolatum		1	3819							Phlebodium areolatum								
Phlebodium pseudoaureum		1	3819							Phlebodium pseudoaureum								
Pleopeltis angusta var angusta		1	3819							Pleopeltis angusta var angusta								
Pleopeltis hirsutissima		1	3819							Pleopeltis hirsutissima								
Polypodium glycyrrhiza		1	3819							Polypodium glycyrrhiza								
Polypodium plesiosorum		1	3819							Polypodium plesiosorum								
Polypodium subpetiolatum		1	3819							Polypodium subpetiolatum								
Polypodium vulgare		1	3819							Polypodium vulgare								
Serpocaulon levigatum		1	3819							Serpocaulon levigatum								
Serpocaulon loriceum		1	3819							Serpocaulon loriceum								
