Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes	
Barrenia taeda WSF14P13		1	811							Barrenia taeda WSF14P13								
Barrenia taeda WSF14P22		1	811							Barrenia taeda WSF14P22								
Barrenia taeda CM14P64		1	811							Barrenia taeda CM14P64								
Barrenia panicia CM11m2		1	811							Barrenia panicia CM11m2								
Barrenia panicia AL5m2		1	811							Barrenia panicia AL5m2								
Barrenia panicia WSF1R37		1	811							Barrenia panicia WSF1R37								
Phialocephala dimorphospora AB671465		1	811							Phialocephala dimorphospora AB671465								
Acephala applanata KF951051		1	811							Acephala applanata KF951051								
Phialocephala fortinii AB671466		1	811							Phialocephala fortinii AB671466								
Loramyces macrosporus DQ470957		1	811							Loramyces macrosporus DQ470957								
Acidomelania panicicola KF874621		1	811							Acidomelania panicicola KF874621								
Acidomelania panicicola KF874622		1	811							Acidomelania panicicola KF874622								
Mollisia cinerea DQ470942		1	811							Mollisia cinerea DQ470942								
Vibrissea truncorum FJ176874		1	811							Vibrissea truncorum FJ176874								
Lachnum virgineum AY544646		1	811							Lachnum virgineum AY544646								
Neobulgaria lilacina EU940141		1	811							Neobulgaria lilacina EU940141								
Varicosporium elodeae JN941371		1	811							Varicosporium elodeae JN941371								
Hyaloscypha aureliella EU940152		1	811							Hyaloscypha aureliella EU940152								
Hyaloscypha vitreola FJ477058		1	811							Hyaloscypha vitreola FJ477058								
Cudoniella clavus DQ470944		1	811							Cudoniella clavus DQ470944								
Chlorovibrissea sp DQ257352		1	811							Chlorovibrissea sp DQ257352								
Neobulgaria pura FJ176865		1	811							Neobulgaria pura FJ176865								
Collembolispora aristata KC005811		1	811							Collembolispora aristata KC005811								
Mollisia dextrinospora HM116757		1	811							Mollisia dextrinospora HM116757								
Bulgaria inquinans DQ470960		1	811							Bulgaria inquinans DQ470960								
Spathularia velutipes FJ997861		1	811							Spathularia velutipes FJ997861								
Neofabraea malicorticis AY544662		1	811							Neofabraea malicorticis AY544662								
Fabrella tsugae AF356694		1	811							Fabrella tsugae AF356694								
Lambertella subrenispora DQ470978		1	811							Lambertella subrenispora DQ470978								
Botryotinia fuckeliana AY544651		1	811							Botryotinia fuckeliana AY544651								
Monilinia laxa AY544670		1	811							Monilinia laxa AY544670								
Dermea acerina DQ247801		1	811							Dermea acerina DQ247801								
Leotia lubrica AY544644		1	811							Leotia lubrica AY544644								
Microglossum rufum DQ470981		1	811							Microglossum rufum DQ470981								
