Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes
Labidus praedator Cac1		1	886				KP455502			Labidus praedator Cac1								
Labidus praedator Cac2		1	886				KP455503			Labidus praedator Cac2								
Labidus praedator Tap		1	886				KP455504			Labidus praedator Tap								
Labidus praedator TC		1	886				KP455505			Labidus praedator TC								
Labidus coecus		1	886				AY233696			Labidus coecus								
Labidus spininodis		1	886				AY233697			Labidus spininodis								
Eciton burchellii		1	886				AY233695			Eciton burchellii								
Eciton vagans		1	886				AY233694			Eciton vagans								
Eciton mexicanum		1	886				AY233691			Eciton mexicanum								
Nomamyrmex esenbeckii		1	886				AY233699			Nomamyrmex esenbeckii								
Dorylus nigricans		1	886				AY233705			Dorylus nigricans								
