Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes
Galeandra batemanii		1	1512				"LK054138, --"			Galeandra batemanii								"Genbank accession: ITS, trnL-trnF"
Grobya galeata		1	1512				"AF470487, --"			Grobya galeata								"Genbank accession: ITS, trnL-trnF"
Catasetum aff laminatum		1	1512				"LK054139, --"			Catasetum aff laminatum								"Genbank accession: ITS, trnL-trnF"
Clowesia thylaciochila		1	1512				"LK054140, --"			Clowesia thylaciochila								"Genbank accession: ITS, trnL-trnF"
Cycnoches egertonianum		1	1512				"LK054141, LK054179"			Cycnoches egertonianum								"Genbank accession: ITS, trnL-trnF"
Cycnoches ventricosum		1	1512				"LK054142, LK054180"			Cycnoches ventricosum								"Genbank accession: ITS, trnL-trnF"
Dressleria dilecta		1	1512				"AF239411, --"			Dressleria dilecta								"Genbank accession: ITS, trnL-trnF"
Mormodes badia		1	1512				"LK054143, LK054181"			Mormodes badia								"Genbank accession: ITS, trnL-trnF"
Mormodes oestlundiana		1	1512				"LK054144, LK054182"			Mormodes oestlundiana								"Genbank accession: ITS, trnL-trnF"
Mormodes tezontle		1	1512				"LK054145, LK054183"			Mormodes tezontle								"Genbank accession: ITS, trnL-trnF"
Mormodes lawrenceana		1	1512				"LK054146, LK054184"			Mormodes lawrenceana								"Genbank accession: ITS, trnL-trnF"
Mormodes theiochlora		1	1512				"LK054147, LK054185"			Mormodes theiochlora								"Genbank accession: ITS, trnL-trnF"
Mormodes buccinator		1	1512				"LK054148, --"			Mormodes buccinator								"Genbank accession: ITS, trnL-trnF"
Mormodes andreettae		1	1512				"LK054149, LK054186"			Mormodes andreettae								"Genbank accession: ITS, trnL-trnF"
Mormodes castroi		1	1512				"LK054150, LK054187"			Mormodes castroi								"Genbank accession: ITS, trnL-trnF"
Mormodes dasilvae		1	1512				"LK054151, LK054188"			Mormodes dasilvae								"Genbank accession: ITS, trnL-trnF"
Mormodes elegans		1	1512				"LK054152, LK054189"			Mormodes elegans								"Genbank accession: ITS, trnL-trnF"
Mormodes paraensis		1	1512				"LK054153, LK054190"			Mormodes paraensis								"Genbank accession: ITS, trnL-trnF"
Mormodes tapoayensis		1	1512				"LK054154, LK054191"			Mormodes tapoayensis								"Genbank accession: ITS, trnL-trnF"
Mormodes warzsewiczii		1	1512				"LK054155, LK054192"			Mormodes warzsewiczii								"Genbank accession: ITS, trnL-trnF"
Mormodes rolfeana		1	1512				"LK054156, LK054193"			Mormodes rolfeana								"Genbank accession: ITS, trnL-trnF"
Mormodes colossa		1	1512				"LK054157, LK054194"			Mormodes colossa								"Genbank accession: ITS, trnL-trnF"
Mormodes aff sotoana		1	1512				"LK054158, LK054195"			Mormodes aff sotoana								"Genbank accession: ITS, trnL-trnF"
Mormodes escobarii		1	1512				"LK054159, LK054196"			Mormodes escobarii								"Genbank accession: ITS, trnL-trnF"
Mormodes fractiflexa		1	1512				"LK054160, LK054197"			Mormodes fractiflexa								"Genbank accession: ITS, trnL-trnF"
Mormodes hookeri		1	1512				"LK054161, LK054198"			Mormodes hookeri								"Genbank accession: ITS, trnL-trnF"
Mormodes horichii		1	1512				"LK054162, LK054199"			Mormodes horichii								"Genbank accession: ITS, trnL-trnF"
Mormodes ignea		1	1512				"LK054163, LK054200"			Mormodes ignea								"Genbank accession: ITS, trnL-trnF"
Mormodes lineata		1	1512				"LK054164, --"			Mormodes lineata								"Genbank accession: ITS, trnL-trnF"
Mormodes lobulata		1	1512				"LK054165, LK054201"			Mormodes lobulata								"Genbank accession: ITS, trnL-trnF"
Mormodes aff fractiflexa		1	1512				"LK054166, LK054202"			Mormodes aff fractiflexa								"Genbank accession: ITS, trnL-trnF"
Mormodes skinneri		1	1512				"LK054167, LK054203"			Mormodes skinneri								"Genbank accession: ITS, trnL-trnF"
Mormodes sotoana		1	1512				"LK054168, LK054204"			Mormodes sotoana								"Genbank accession: ITS, trnL-trnF"
Mormodes variabilis		1	1512				"LK054169, LK054205"			Mormodes variabilis								"Genbank accession: ITS, trnL-trnF"
Mormodes maculata		1	1512				"LK054170, LK054206"			Mormodes maculata								"Genbank accession: ITS, trnL-trnF"
Mormodes tuxtlensis		1	1512				"LK054171, LK054207"			Mormodes tuxtlensis								"Genbank accession: ITS, trnL-trnF"
Mormodes nagelii		1	1512				"LK054172, LK054208"			Mormodes nagelii								"Genbank accession: ITS, trnL-trnF"
Mormodes aromatica		1	1512				"LK054173, LK054173"			Mormodes aromatica								"Genbank accession: ITS, trnL-trnF"
Mormodes luxata		1	1512				"LK054174, --"			Mormodes luxata								"Genbank accession: ITS, trnL-trnF"
Mormodes pardalinata		1	1512				"LK054175, LK054210"			Mormodes pardalinata								"Genbank accession: ITS, trnL-trnF"
Mormodes sanguineoclaustra		1	1512				"LK054176, LK054211"			Mormodes sanguineoclaustra								"Genbank accession: ITS, trnL-trnF"
Mormodes uncia		1	1512				"LK054177, LK054212"			Mormodes uncia								"Genbank accession: ITS, trnL-trnF"
Mormodes williamsii		1	1512				"LK054178, LK054213"			Mormodes williamsii								"Genbank accession: ITS, trnL-trnF"
