Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes	
Capsicum annuum CaHsfA2		1	476							Capsicum annuum CaHsfA2								
Capsicum annuum CaHsfA6c		1	476							Capsicum annuum CaHsfA6c								
Capsicum annuum CaHsfA1b		1	476							Capsicum annuum CaHsfA1b								
Capsicum annuum CaHsfA6b		1	476							Capsicum annuum CaHsfA6b								
Capsicum annuum CaHsfA6a		1	476							Capsicum annuum CaHsfA6a								
Capsicum annuum CaHsfA1d		1	476							Capsicum annuum CaHsfA1d								
Capsicum annuum CaHsfA9a		1	476							Capsicum annuum CaHsfA9a								
Capsicum annuum CaHsfA3		1	476							Capsicum annuum CaHsfA3								
Capsicum annuum CaHsfA8		1	476							Capsicum annuum CaHsfA8								
Capsicum annuum CaHsfA4c		1	476							Capsicum annuum CaHsfA4c								
Capsicum annuum CaHsfA4a		1	476							Capsicum annuum CaHsfA4a								
Capsicum annuum CaHsfA5		1	476							Capsicum annuum CaHsfA5								
Capsicum annuum CaHsfA4b		1	476							Capsicum annuum CaHsfA4b								
Capsicum annuum CaHsfC1		1	476							Capsicum annuum CaHsfC1								
Capsicum annuum CaHsfA9b		1	476							Capsicum annuum CaHsfA9b								
Capsicum annuum CaHsfB4		1	476							Capsicum annuum CaHsfB4								
Capsicum annuum CaHsfB1		1	476							Capsicum annuum CaHsfB1								
Capsicum annuum CaHsfB2b		1	476							Capsicum annuum CaHsfB2b								
Capsicum annuum CaHsfB2a		1	476							Capsicum annuum CaHsfB2a								
Capsicum annuum CaHsfA9c		1	476							Capsicum annuum CaHsfA9c								
Capsicum annuum CaHsfB3a		1	476							Capsicum annuum CaHsfB3a								
Capsicum annuum CaHsfB3b		1	476							Capsicum annuum CaHsfB3b								
Capsicum annuum CaHsfB5		1	476							Capsicum annuum CaHsfB5								
Capsicum annuum CaHsfA9d		1	476							Capsicum annuum CaHsfA9d								
Capsicum annuum CaHsfA1e		1	476							Capsicum annuum CaHsfA1e								
Solanum lycopersicum Solyc08g062960.1.1		1	476							Solanum lycopersicum Solyc08g062960.1.1								
Solanum lycopersicum Solyc09g065660.1.1		1	476							Solanum lycopersicum Solyc09g065660.1.1								
Solanum lycopersicum Solyc07g040680.1.1		1	476							Solanum lycopersicum Solyc07g040680.1.1								
Solanum lycopersicum Solyc09g082670.1.1		1	476							Solanum lycopersicum Solyc09g082670.1.1								
Solanum lycopersicum Solyc03g097120.1.1		1	476							Solanum lycopersicum Solyc03g097120.1.1								
Solanum lycopersicum Solyc08g005170.1.1		1	476							Solanum lycopersicum Solyc08g005170.1.1								
Solanum lycopersicum Solyc08g076590.1.1		1	476							Solanum lycopersicum Solyc08g076590.1.1								
