Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes	
Trichosanthes papuana 3		1	3785							Trichosanthes papuana 3								
Trichosanthes cucumerina 7		1	3785							Trichosanthes cucumerina 7								
Trichosanthes cucumerina 5		1	3785							Trichosanthes cucumerina 5								
Trichosanthes nervifolia		1	3785							Trichosanthes nervifolia								
Trichosanthes pilosa 17		1	3785							Trichosanthes pilosa 17								
Trichosanthes subvelutina 4		1	3785							Trichosanthes subvelutina 4								
Trichosanthes pilosa 19		1	3785							Trichosanthes pilosa 19								
Trichosanthes dioica		1	3785							Trichosanthes dioica								
Trichosanthes odontosperma 1		1	3785							Trichosanthes odontosperma 1								
Trichosanthes laeoica 2		1	3785							Trichosanthes laeoica 2								
Trichosanthes pedata		1	3785							Trichosanthes pedata								
Trichosanthes pilosa 20		1	3785							Trichosanthes pilosa 20								
Trichosanthes subvelutina 1		1	3785							Trichosanthes subvelutina 1								
Trichosanthes odontosperma 4		1	3785							Trichosanthes odontosperma 4								
Trichosanthes subvelutina 3		1	3785							Trichosanthes subvelutina 3								
Trichosanthes pentaphylla 8		1	3785							Trichosanthes pentaphylla 8								
Trichosanthes pilosa 12		1	3785							Trichosanthes pilosa 12								
Trichosanthes odontosperma 2		1	3785							Trichosanthes odontosperma 2								
Trichosanthes subvelutina 2		1	3785							Trichosanthes subvelutina 2								
Trichosanthes pilosa 15		1	3785							Trichosanthes pilosa 15								
Momordica charantia		1	3785							Momordica charantia								
Trichosanthes cucumerina 1		1	3785							Trichosanthes cucumerina 1								
Trichosanthes pilosa 11		1	3785							Trichosanthes pilosa 11								
Trichosanthes pilosa 13		1	3785							Trichosanthes pilosa 13								
Trichosanthes morrisii 3		1	3785							Trichosanthes morrisii 3								
Trichosanthes cucumerina 3		1	3785							Trichosanthes cucumerina 3								
Trichosanthes pilosa 14		1	3785							Trichosanthes pilosa 14								
Trichosanthes cucumerina 2		1	3785							Trichosanthes cucumerina 2								
Trichosanthes cucumerina 8		1	3785							Trichosanthes cucumerina 8								
Trichosanthes papuana 5		1	3785							Trichosanthes papuana 5								
Trichosanthes laeoica 1		1	3785							Trichosanthes laeoica 1								
Trichosanthes quinquefolia		1	3785							Trichosanthes quinquefolia								
Trichosanthes adhaerens		1	3785							Trichosanthes adhaerens								
Trichosanthes pentaphylla 9		1	3785							Trichosanthes pentaphylla 9								
Trichosanthes morrisii 2		1	3785							Trichosanthes morrisii 2								
Trichosanthes pilosa 16		1	3785							Trichosanthes pilosa 16								
Trichosanthes pilosa var. roseipulpa 18		1	3785							Trichosanthes pilosa var. roseipulpa 18								
Trichosanthes pentaphylla 4		1	3785							Trichosanthes pentaphylla 4								
Trichosanthes pilosa 4		1	3785							Trichosanthes pilosa 4								
Trichosanthes pentaphylla 5		1	3785							Trichosanthes pentaphylla 5								
Trichosanthes pentaphylla 7		1	3785							Trichosanthes pentaphylla 7								
Trichosanthes cucumerina 12		1	3785							Trichosanthes cucumerina 12								
Trichosanthes pilosa 6		1	3785							Trichosanthes pilosa 6								
Trichosanthes cucumerina 9		1	3785							Trichosanthes cucumerina 9								
Trichosanthes pentaphylla 6		1	3785							Trichosanthes pentaphylla 6								
Trichosanthes cucumerina 10		1	3785							Trichosanthes cucumerina 10								
Trichosanthes cucumerina 11		1	3785							Trichosanthes cucumerina 11								
Trichosanthes pilosa 5		1	3785							Trichosanthes pilosa 5								
Trichosanthes pilosa 3		1	3785							Trichosanthes pilosa 3								
Trichosanthes pentaphylla 1		1	3785							Trichosanthes pentaphylla 1								
Trichosanthes pilosa 1		1	3785							Trichosanthes pilosa 1								
Trichosanthes pentaphylla 3		1	3785							Trichosanthes pentaphylla 3								
Trichosanthes pilosa 7		1	3785							Trichosanthes pilosa 7								
Trichosanthes papuana 4		1	3785							Trichosanthes papuana 4								
Trichosanthes papuana 1		1	3785							Trichosanthes papuana 1								
Trichosanthes papuana 2		1	3785							Trichosanthes papuana 2								
Trichosanthes pilosa 2		1	3785							Trichosanthes pilosa 2								
Trichosanthes pentaphylla 2		1	3785							Trichosanthes pentaphylla 2								
Trichosanthes pilosa 8		1	3785							Trichosanthes pilosa 8								
Trichosanthes morrisii 1		1	3785							Trichosanthes morrisii 1								
Trichosanthes cucumerina 4		1	3785							Trichosanthes cucumerina 4								
Trichosanthes pilosa 9		1	3785							Trichosanthes pilosa 9								
Trichosanthes pilosa 10		1	3785							Trichosanthes pilosa 10								
Trichosanthes odontosperma 3		1	3785							Trichosanthes odontosperma 3								
Trichosanthes schlechteri		1	3785							Trichosanthes schlechteri								
Trichosanthes cucumerina 6		1	3785							Trichosanthes cucumerina 6								
