RowSegmentID	Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes	
61255	Manihot auriculata		1	3662	MEXU	MELR 3408		KP692076,KP691990,KP692093	KP692010,KP692045		Manihot auriculata					Mexico	Nayarit		
61299	Manihot quinquepartita		1	668				FN551783			Manihot quinquepartita								
61294	Cnidoscolus tubulosus		669	1702				EU518895			Cnidoscolus tubulosus								
61293	Manihot violacea		1	1702				EU518835,EU518926			Manihot violacea								
61292	Manihot triphylla		1	1702				EU518833,EU518924			Manihot triphylla								
61284	Manihot jacobinensis		1	1702				EU518823,EU518914			Manihot jacobinensis								
61264	Manihot obovata		1	3662	MEXU	ACA 8		KP692082,KP691999,KP692102	KP692021,KP692063	2005-04-17	Manihot obovata		17.0	99.0	631.0	Mexico	Guerrero	District of Eduardo Neri	
61259	Manihot davisiae		669	3662	MEXU	ACA 50		KP691994,KP692097,KP692014	KP692053,KP692054,KP692055	2007-01-31	Manihot davisiae		26.0	109.0	30.0	Mexico	Sinaloa	Between Los Mochis and Navojoa	
61269	Manihot subspicata		1	3662	MEXU	ACA 40		KP692087,KP692004,KP692107	KP692030,KP692031,KP692071		Manihot subspicata		26.0	100.0	298.0	Mexico	Nuevo Leon	Between Sabinas Hidalgo and Nuevo Laredo	
61270	Manihot tomatophylla		1	3662	MEXU	ACA 34		KP692088,KP692005,KP692108	KP692032,KP692033,KP692072	2006-09-05	Manihot tomatophylla		19.0	102.0	323.0	Mexico	Michoacan	District of Buenavista	
61272	Manihot websteri		1	3662	MEXU	ACA 17		KP692090,KP692007,KP692110	KP692035,KP692074	2005-05-05	Manihot websteri		18.0	98.0	1420.0	Mexico	Puebla	Between Izucar de Matamoros y Tehuitzingo	
61275	Manihot esculenta CLONE 2		1	3016				EU518816,EU518906,KP692112	KP692038,KP692039		Manihot esculenta CLONE 2								
61302	Cnidoscolus urens		1	668				FN551736			Cnidoscolus urens								
61301	Manihot salicifolia		1	668				FN551837			Manihot salicifolia								
61300	Manihot sagittatopartita		1	668				FN551811			Manihot sagittatopartita								
61298	Manihot quinqueloba		1	668				FN551805,FN551807			Manihot quinqueloba								
61297	Manihot hunzikeriana		1	668				FN551791			Manihot hunzikeriana								
61296	Manihot flemingiana		1	668				FN551821			Manihot flemingiana								
61295	Manihot dichotoma		1	668				FN551741,FN551773			Manihot dichotoma								
61291	Manihot sparsifolia		1	1702				EU518832,EU518923			Manihot sparsifolia								
61290	Manihot purpureocostata		1	1702				EU518830,EU518921			Manihot purpureocostata								
