Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes
Crithidia brevicula 101 clone1		1	1070				KJ474866			Crithidia brevicula 101 clone1								
Crithidia brevicula 101 clone2		1	1070				KJ474867			Crithidia brevicula 101 clone2								
Crithidia brevicula BM33 clone1		1	1070				KJ474868			Crithidia brevicula BM33 clone1								
Crithidia brevicula BM33 clone2		1	1070				KJ474869			Crithidia brevicula BM33 clone2								
Crithidia brevicula BM33 clone3		1	1070				KJ474870			Crithidia brevicula BM33 clone3								
Crithidia brevicula CL8 clone1		1	1070				KJ474871			Crithidia brevicula CL8 clone1								
Crithidia brevicula CL8 clone2		1	1070				KJ474872			Crithidia brevicula CL8 clone2								
Crithidia brevicula F2 clone1		1	1070				KJ474873			Crithidia brevicula F2 clone1								
Crithidia brevicula F2 clone2		1	1070				KJ474874			Crithidia brevicula F2 clone2								
Crithidia brevicula F2 clone3		1	1070				KJ474875			Crithidia brevicula F2 clone3								
Crithidia brevicula F5 clone1		1	1070				KJ474876			Crithidia brevicula F5 clone1								
Crithidia brevicula F5 clone2		1	1070				KJ474877			Crithidia brevicula F5 clone2								
Crithidia brevicula F5 clone3		1	1070				KJ474878			Crithidia brevicula F5 clone3								
Crithidia brevicula F6 clone1		1	1070				KJ474879			Crithidia brevicula F6 clone1								
Crithidia brevicula F6 clone2		1	1070				KJ474880			Crithidia brevicula F6 clone2								
Crithidia brevicula F6 clone3		1	1070				KJ474881			Crithidia brevicula F6 clone3								
Crithidia brevicula F7 clone1		1	1070				KJ474882			Crithidia brevicula F7 clone1								
Crithidia brevicula F7 clone2		1	1070				KJ474883			Crithidia brevicula F7 clone2								
Crithidia brevicula F7 clone3		1	1070				KJ474884			Crithidia brevicula F7 clone3								
Crithidia brevicula F8 clone1		1	1070				KJ474885			Crithidia brevicula F8 clone1								
Crithidia brevicula F8 clone2		1	1070				KJ474886			Crithidia brevicula F8 clone2								
Crithidia brevicula F8 clone3		1	1070				KJ474887			Crithidia brevicula F8 clone3								
Crithidia brevicula KVI clone1		1	1070				KJ474888			Crithidia brevicula KVI clone1								
Crithidia brevicula KVI clone2		1	1070				KJ474889			Crithidia brevicula KVI clone2								
Crithidia brevicula Nbr clone1		1	1070				KJ474890			Crithidia brevicula Nbr clone1								
Crithidia brevicula Nbr clone2		1	1070				KJ474891			Crithidia brevicula Nbr clone2								
Crithidia brevicula Nbr clone3		1	1070				KJ474892			Crithidia brevicula Nbr clone3								
Crithidia brevicula Wg clone1		1	1070				KJ474893			Crithidia brevicula Wg clone1								
Crithidia brevicula Wg clone2		1	1070				KJ474894			Crithidia brevicula Wg clone2								
Crithidia brevicula Wg clone3		1	1070				KJ474895			Crithidia brevicula Wg clone3								
Crithidia brevicula ZK clone1		1	1070				KJ474896			Crithidia brevicula ZK clone1								
Crithidia brevicula ZK clone2		1	1070				KJ474897			Crithidia brevicula ZK clone2								
Crithidia brevicula ZK clone3		1	1070				KJ474898			Crithidia brevicula ZK clone3								
							KJ474899											
							KJ474900											
