Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes
Dasiphora fruticosa ssp floribunda		1	131340				KC507758			Dasiphora fruticosa ssp floribunda								
Fragaria iinumae		1	131340				KP718887			Fragaria iinumae								
Fragaria mandshurica		1	131340				KP718885			Fragaria mandshurica								
Fragaria vesca subsp. vesca Hawaii4		1	131340				NC_015206.1			Fragaria vesca subsp. vesca Hawaii4								
Fragaria vesca subsp. bracteata MRD60		1	131340				KP718886			Fragaria vesca subsp. bracteata MRD60								
Fragaria vesca subsp. bracteata MRD30		1	131340				KC507755			Fragaria vesca subsp. bracteata MRD30								
Fragaria vesca subsp. bracteata MRD102		1	131340				KC507756			Fragaria vesca subsp. bracteata MRD102								
Fragaria vesca subsp. bracteata LNF40		1	131340				KC507757			Fragaria vesca subsp. bracteata LNF40								
Fragaria chiloensis GP33		1	131340				JN884816.1			Fragaria chiloensis GP33								
Fragaria virginiana O477		1	131340				JN884817.1			Fragaria virginiana O477								
Fragaria vesca subsp. bracteata LNF23		1	131340				KP718888			Fragaria vesca subsp. bracteata LNF23								
Fragaria chiloensis SAL3		1	131340				KP718884			Fragaria chiloensis SAL3								
Fragaria virginiana Y33b2		1	131340				KP718889			Fragaria virginiana Y33b2								
