RowSegmentID	Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes	
62267	Capsicum annuum CaHsfA4b		1	315							Capsicum annuum CaHsfA4b								
62277	Capsicum annuum CaHsfB5		1	315							Capsicum annuum CaHsfB5								
62276	Capsicum annuum CaHsfB3b		1	315							Capsicum annuum CaHsfB3b								
62274	Capsicum annuum CaHsfA9c		1	315							Capsicum annuum CaHsfA9c								
62273	Capsicum annuum CaHsfB2a		1	315							Capsicum annuum CaHsfB2a								
62271	Capsicum annuum CaHsfB1		1	315							Capsicum annuum CaHsfB1								
62269	Capsicum annuum CaHsfA9b		1	315							Capsicum annuum CaHsfA9b								
62268	Capsicum annuum CaHsfC1		1	315							Capsicum annuum CaHsfC1								
62265	Capsicum annuum CaHsfA5		1	315							Capsicum annuum CaHsfA5								
62264	Capsicum annuum CaHsfA4a		1	315							Capsicum annuum CaHsfA4a								
62262	Capsicum annuum CaHsfA8		1	315							Capsicum annuum CaHsfA8								
62260	Capsicum annuum CaHsfA9a		1	315							Capsicum annuum CaHsfA9a								
62258	Capsicum annuum CaHsfA6a		1	315							Capsicum annuum CaHsfA6a								
62257	Capsicum annuum CaHsfA6b		1	315							Capsicum annuum CaHsfA6b								
62255	Capsicum annuum CaHsfA6c		1	315							Capsicum annuum CaHsfA6c								
62254	Capsicum annuum CaHsfA2		1	315							Capsicum annuum CaHsfA2								
62279	Capsicum annuum CaHsfA1e		1	315							Capsicum annuum CaHsfA1e								
62278	Capsicum annuum CaHsfA9d		1	315							Capsicum annuum CaHsfA9d								
62275	Capsicum annuum CaHsfB3a		1	315							Capsicum annuum CaHsfB3a								
62272	Capsicum annuum CaHsfB2b		1	315							Capsicum annuum CaHsfB2b								
62270	Capsicum annuum CaHsfB4		1	315							Capsicum annuum CaHsfB4								
62263	Capsicum annuum CaHsfA4c		1	315							Capsicum annuum CaHsfA4c								
62261	Capsicum annuum CaHsfA3		1	315							Capsicum annuum CaHsfA3								
62259	Capsicum annuum CaHsfA1d		1	315							Capsicum annuum CaHsfA1d								
62256	Capsicum annuum CaHsfA1b		1	315							Capsicum annuum CaHsfA1b								
