RowSegmentID	Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes	
65653	Cylindropuntia burrageana	psbA-trnH IGS	807	1139	MEXU				LN871120			J. Ahuatzin 8							
65603	Cylindropuntia burrageana	atpB-rbcL IGS sequence	1	806	MEXU				LN871073		Cylindropuntia burrageana	J. Ahuatzin 8							
65679	Grusonia bradtiana	psbA-trnH IGS	807	1139	MEXU				LN871146			R.T. Barcenas 1554							
65629	Grusonia bradtiana	atpB-rbcL IGS sequence	1	806	MEXU				LN871099		Grusonia bradtiana	R.T. Barcenas 1554							
65688	Grusonia parishii	psbA-trnH IGS	807	1139	RNG 10				LN871155			Nursery Acquired Plant							
65638	Grusonia parishii	atpB-rbcL IGS sequence	1	806	RNG 10				LN871106		Grusonia parishii	Nursery Acquired Plant							
65684	Grusonia kunzei	psbA-trnH IGS	807	1139	MEXU				LN871151			R.T. Barcenas 1576							
65634	Grusonia kunzei	atpB-rbcL IGS sequence	1	806	MEXU				LN871102		Grusonia kunzei	R.T. Barcenas 1576							
65662	Cylindropuntia leptocaulis	psbA-trnH IGS	807	1139	MEXU				LN871128			R.T. Barcenas 1561							
65612	Cylindropuntia leptocaulis	atpB-rbcL IGS sequence	1	806	MEXU				LN871081		Cylindropuntia leptocaulis	R.T. Barcenas 1561							
65668	Cylindropuntia ramosissima	psbA-trnH IGS	807	1139	QMEX				LN871134			R.T. Barcenas 1932							
65618	Cylindropuntia ramosissima	atpB-rbcL IGS sequence	1	806	QMEX				LN871087		Cylindropuntia ramosissima	R.T. Barcenas 1932							
65658	Cylindropuntia fulgida	psbA-trnH IGS	807	1139	MEXU				LN871124			R.T. Barcenas 1560							
65608	Cylindropuntia fulgida	atpB-rbcL IGS sequence	1	806	MEXU				LN871077		Cylindropuntia fulgida	R.T. Barcenas 1560							
65667	Cylindropuntia prolifera	psbA-trnH IGS	807	1139	QMEX				LN871133			R.T. Barcenas 1918							
65617	Cylindropuntia prolifera	atpB-rbcL IGS sequence	1	806	QMEX				LN871086		Cylindropuntia prolifera	R.T. Barcenas 1918							
65669	Cylindropuntia rosea	psbA-trnH IGS	807	1139	MEXU				LN871135			R.T. Barcenas 41							
