Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes	
Dioscorea bacilliforma SN virus (BR-MG-2014)		1	498							Dioscorea bacilliforma SN virus (BR-MG-2014)								
Dioscorea bacilliforma SN virus (DQ822073)		1	498							Dioscorea bacilliforma SN virus (DQ822073)								
Dioscorea bacilliforma AL virus (AM072673)		1	498							Dioscorea bacilliforma AL virus (AM072673)								
Dioscorea bacilliforma AL virus (AM072707)		1	498							Dioscorea bacilliforma AL virus (AM072707)								
Dioscorea bacilliforma AL virus (AM503392)		1	498							Dioscorea bacilliforma AL virus (AM503392)								
Dioscorea bacilliforma virus (AM944586)		1	498							Dioscorea bacilliforma virus (AM944586)								
endogenous Dioscorea bacilliforma virus 12 (KF829956)		1	498							endogenous Dioscorea bacilliforma virus 12 (KF829956)								
endogenous Dioscorea bacilliforma virus 12 (KF829978)		1	498							endogenous Dioscorea bacilliforma virus 12 (KF829978)								
endogenous Dioscorea bacilliforma virus 9 (KF829987)		1	498							endogenous Dioscorea bacilliforma virus 9 (KF829987)								
endogenous Dioscorea bacilliforma virus 9 (KF829975)		1	498							endogenous Dioscorea bacilliforma virus 9 (KF829975)								
Commelina yellow mottle virus (NC001343)		1	498							Commelina yellow mottle virus (NC001343)								
Cacao swollen shoot virus (NC001574)		1	498							Cacao swollen shoot virus (NC001574)								
Sugarcane bacilliform IM virus (NC003031)		1	498							Sugarcane bacilliform IM virus (NC003031)								
Banana streak OL virus (NC003381)		1	498							Banana streak OL virus (NC003381)								
Citrus yellow mosaic virus (NC003382)		1	498							Citrus yellow mosaic virus (NC003382)								
Taro bacilliform virus (NC004450)		1	498							Taro bacilliform virus (NC004450)								
Kalanchoe top-spotting virus (NC004540)		1	498							Kalanchoe top-spotting virus (NC004540)								
Banana streak Mysore virus (NC006955)		1	498							Banana streak Mysore virus (NC006955)								
Banana streak GF virus (NC007002)		1	498							Banana streak GF virus (NC007002)								
Banana streak virus (NC007003)		1	498							Banana streak virus (NC007003)								
Sugarcane bacilliform Mor virus (NC008017)		1	498							Sugarcane bacilliform Mor virus (NC008017)								
Dracaena mottle virus (NC008034)		1	498							Dracaena mottle virus (NC008034)								
Bougainvillea spectabilis chlorotic vein-banding virus (NC011592)		1	498							Bougainvillea spectabilis chlorotic vein-banding virus (NC011592)								
Pelargonium vein banding virus (NC013262)		1	498							Pelargonium vein banding virus (NC013262)								
Sugarcane bacilliform virus (NC013455)		1	498							Sugarcane bacilliform virus (NC013455)								
Rice tungro bacilliform virus (X57924)		1	498							Rice tungro bacilliform virus (X57924)								
