"Row Taxon Label"	"Title"	"Start Index"	"End Index"	"Inst. Acronym"	"Collection Code"	"Catalog Number"	"GenBank Accession"	"Other Accession Num"	"Sample Date"	"Sample Taxon Label"	"Collector"	"Latitude"	"Longitude"	"Elevation"	"Country"	"State"	"Locality"	"Notes"
"Boccardia proboscidea ARG2366"		1	2433				"KJ546337, KJ546259, KJ546209"	"KJ546195"		"Boccardia proboscidea ARG2366"								
"Boccardia proboscidea ARG2367"		1	2433				"KJ546338, KJ546260, KJ546210"	"KJ546196"		"Boccardia proboscidea ARG2367"								
"Boccardia proboscidea ARG2370"		1	2433				"KJ546341, KJ546263, KJ546213"	"KJ546197"		"Boccardia proboscidea ARG2370"								
"Boccardia proboscidea USA2264"		1	2433				"KJ546323, KJ546254, KJ546204"	"KJ546181"		"Boccardia proboscidea USA2264"								
"Boccardia proboscidea USA2265"		1	2433				"KJ546324, KJ546255, KJ546205"	"KJ546182"		"Boccardia proboscidea USA2265"								
"Boccardia proboscidea USA2266"		1	2433				"KJ546325, KJ546256, KJ546206"	"KJ546183"		"Boccardia proboscidea USA2266"								
"Boccardia proboscidea USA2267"		1	2433				"KJ546326, KJ546257, KJ546207"	"KJ546184"		"Boccardia proboscidea USA2267"								
"Boccardia proboscidea USA2268"		1	2433				"KJ546327, KJ546258, KJ546208"	"KJ546185"		"Boccardia proboscidea USA2268"								
"Marenzelleria arctia RUS1813KAR"		1	2433				"KJ546306, KJ546264, KJ546214"	"KJ546164"		"Marenzelleria arctia RUS1813KAR"								
"Marenzelleria arctia RUS1815KAR"		1	2433				"KJ546307, KJ546266, KJ546216"	"KJ546165"		"Marenzelleria arctia RUS1815KAR"								
"Marenzelleria arctia RUS1816KAR"		1	2433				"KJ546308, KJ546267, KJ546217"	"KJ546166"		"Marenzelleria arctia RUS1816KAR"								
"Marenzelleria arctia RUS1817KAR"		1	2433				"KJ546309, KJ546268, KJ546218"	"KJ546167"		"Marenzelleria arctia RUS1817KAR"								
"Marenzelleria arctia RUS2171WS"		1	2433				"KJ546310, KJ546269, KJ546219"	"KJ546168"		"Marenzelleria arctia RUS2171WS"								
"Marenzelleria arctia RUS2172WS"		1	2433				"KJ546311, KJ546270, KJ546220"	"KJ546169"		"Marenzelleria arctia RUS2172WS"								
"Marenzelleria arctia RUS2173WS"		1	2433				"KJ546312, KJ546271, KJ546221"	"KJ546170"		"Marenzelleria arctia RUS2173WS"								
"Pygospio elegans RUS1278"		1	2433				"KJ546302, KJ546277, KJ546223"	"KJ546160"		"Pygospio elegans RUS1278"								
"Pygospio elegans RUS1279"		1	2433				"KJ546303, KJ546278, KJ546224"	"KJ546161"		"Pygospio elegans RUS1279"								
"Pygospio elegans RUS1280"		1	2433				"KJ546304, KJ546279, KJ546225"	"KJ546162"		"Pygospio elegans RUS1280"								
"Pygospio elegans RUS1281"		1	2433				"KJ546305, KJ546280, KJ546226"	"KJ546163"		"Pygospio elegans RUS1281"								
"Pygospio elegans RUS170491"		1	2433				"KJ747083, KJ747073, KJ747063"	"KJ747053"		"Pygospio elegans RUS170491"								
"Pygospio elegans RUS170492"		1	2433				"KJ747084, KJ747074, KJ747064"	"KJ747054"		"Pygospio elegans RUS170492"								
