Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes
Panax ginseng PNY2		1	791				AB014057			Panax ginseng PNY2								
Artemisia annua BAS		1	791				EU330197			Artemisia annua BAS								
Betula platyphylla BPY		1	791				AB055512			Betula platyphylla BPY								
Euphorbia tirucalli AS		1	791				AB206469			Euphorbia tirucalli AS								
Vaccaria hispanica BS		1	791				DQ915167			Vaccaria hispanica BS								
Lotus japonicus AMY2		1	791				AF478455			Lotus japonicus AMY2								
Glycyrrhiza glabra GgbAS		1	791				AB037203			Glycyrrhiza glabra GgbAS								
Pisum sativum OSCPSY		1	791				AB034802			Pisum sativum OSCPSY								
Medicago truncatula bas1		1	791				AJ430607			Medicago truncatula bas1								
Arabidopsis thaliana LUP1		1	791				NP_849903			Arabidopsis thaliana LUP1								
Bruguiera gymnorhiza BgLUS		1	791				AB289586			Bruguiera gymnorhiza BgLUS								
Panax vietnamensis DDS		1	791				AGS16975			Panax vietnamensis DDS								
Panax ginseng DDS		1	791				AB265170			Panax ginseng DDS								
Betula platyphylla BPW		1	791				AB055511			Betula platyphylla BPW								
Lotus japonicus OSC3		1	791				AB181245			Lotus japonicus OSC3								
Olea europaea OEW		1	791				AB025343			Olea europaea OEW								
Taraxacum officinale TRW		1	791				AB025345			Taraxacum officinale TRW								
Crocus speciosus OSC1		1	791				AB058507			Crocus speciosus OSC1								
Arabidopsis thaliana CAS1		1	791				U02555			Arabidopsis thaliana CAS1								
Pisum sativum PSX		1	791				D89619			Pisum sativum PSX								
Glycyrrhiza glabra CAS1		1	791				AB025968			Glycyrrhiza glabra CAS1								
Betula platyphylla BPX2		1	791				AB055510			Betula platyphylla BPX2								
Panax ginseng PNX		1	791				AB009029			Panax ginseng PNX								
Centella asiatica CCS		1	791				AAS01524			Centella asiatica CCS								
