Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes
Acanthisitta AY325307		1	15392				AY325307			Acanthisitta AY325307								
Acridotheres cristatellus NC 015613		1	15392				NC_015613			Acridotheres cristatellus NC 015613								
Acrocephalus scirpaceus NC 010227		1	15392				NC_010227			Acrocephalus scirpaceus NC 010227								
Agelaius phoeniceus JX516062		1	15392				JX516062			Agelaius phoeniceus JX516062								
Alauda arvensis NC 020425		1	15392				NC_020425			Alauda arvensis NC 020425								
Amblyramphus holosericeus JX516063		1	15392				JX516063			Amblyramphus holosericeus JX516063								
Hemignathus parvus		1	15392							Hemignathus parvus								
Apapane		1	15392							Apapane								
Leucosticte arctoa		1	15392							Leucosticte arctoa								
Leucosticte brandti		1	15392							Leucosticte brandti								
Bluegray tanager		1	15392							Bluegray tanager								
Bombycilla		1	15392				KJ909187			Bombycilla								
Campylorhynchus KF509924		1	15392				KF509924			Campylorhynchus KF509924								
Carduelis sinica NC 015196		1	15392				NC_015196			Carduelis sinica NC 015196								
Carduelis spinus NC 015198		1	15392				NC_015198			Carduelis spinus NC 015198								
Cassins Finch		1	15392							Cassins Finch								
Chaffinch		1	15392							Chaffinch								
Chrysomus cyanopus JX516076		1	15392				JX516076			Chrysomus cyanopus JX516076								
Chrysomus icterocephalus JX516060		1	15392				JX516060			Chrysomus icterocephalus JX516060								
Chrysomus ruficapillus JX516056		1	15392				JX516056			Chrysomus ruficapillus JX516056								
Chrysomus thilius JX516069		1	15392				JX516069			Chrysomus thilius JX516069								
Chrysomus xanthophthalmus JX516059		1	15392				JX516059			Chrysomus xanthophthalmus JX516059								
Cnemotriccus fuscatus NC 007975		1	15392				NC_007975			Cnemotriccus fuscatus NC 007975								
Common Crossbill		1	15392							Common Crossbill								
Common rosefinch		1	15392							Common rosefinch								
Corvus frugilegus NC 002069		1	15392				NC_002069			Corvus frugilegus NC 002069								
Curaeus curaeus JX516070		1	15392				JX516070			Curaeus curaeus JX516070								
Cyanopica cyanus NC 015824		1	15392				NC_015824			Cyanopica cyanus NC 015824								
Cyanoptila cyanomelana NC 015232		1	15392				NC_015232			Cyanoptila cyanomelana NC 015232								
Dives dives JX516061		1	15392				JX516061			Dives dives JX516061								
Emberiza chrysophrys NC 015233		1	15392				NC_015233			Emberiza chrysophrys NC 015233								
Emberiza tristrami NC 015234		1	15392				NC_015234			Emberiza tristrami NC 015234								
Eopsaltria australis NC 019665		1	15392				NC_019665			Eopsaltria australis NC 019665								
Epthianura albifrons NC 019664		1	15392				NC_019664			Epthianura albifrons NC 019664								
Euphagus cyanocephalus JX516072		1	15392				JX516072			Euphagus cyanocephalus JX516072								
Eurasian bullfinch		1	15392							Eurasian bullfinch								
European Serin		1	15392							European Serin								
Evening grosbeak		1	15392							Evening grosbeak								
Ficedula zanthopygia NC 015802		1	15392				NC_015802			Ficedula zanthopygia NC 015802								
Garrulax canorus NC 020429		1	15392				NC_020429			Garrulax canorus NC 020429								
Garrulus glandarius NC 015810		1	15392				NC_015810			Garrulus glandarius NC 015810								
Gnorimopsar chopi JX516055		1	15392				JX516055			Gnorimopsar chopi JX516055								
Gracula religiosa NC 015898		1	15392				NC_015898			Gracula religiosa NC 015898								
Chlorophanes spiza		1	15392							Chlorophanes spiza								
Gymnomystax mexicanus JX516075		1	15392				JX516075			Gymnomystax mexicanus JX516075								
Hemignathus virens virens		1	15392							Hemignathus virens virens								
Hawaii Creeper		1	15392							Hawaii Creeper								
Hawfinch		1	15392							Hawfinch								
House Finch		1	15392							House Finch								
House Sparrow		1	15392							House Sparrow								
Hyliota		1	15392				KJ909191			Hyliota								
Icterus mesomelas JX516068		1	15392				JX516068			Icterus mesomelas JX516068								
Iiwi		1	15392							Iiwi								
Loxops caeruleirostris		1	15392							Loxops caeruleirostris								
Kauai Amakihi		1	15392							Kauai Amakihi								
Kauai creeper		1	15392							Kauai creeper								
Lampropsar tanagrinus JX516057		1	15392				JX516057			Lampropsar tanagrinus JX516057								
Lanius tephronotus JX486029		1	15392				JX486029			Lanius tephronotus JX486029								
Leiothrix argentauris NC 015114		1	15392				NC_015114			Leiothrix argentauris NC 015114								
Leiothrix lutea NC 020427		1	15392				NC_020427			Leiothrix lutea NC 020427								
Lesser Goldfinch		1	15392							Lesser Goldfinch								
Long tailed Rosefinch		1	15392							Long tailed Rosefinch								
Luscinia calliope NC 015074		1	15392				NC_015074			Luscinia calliope NC 015074								
Macroagelaius imthurni JX516073		1	15392				JX516073			Macroagelaius imthurni JX516073								
Malurus		1	15392				KJ909199			Malurus								
Hemignathus virens wilsoni		1	15392							Hemignathus virens wilsoni								
Maui creeper		1	15392							Maui creeper								
Maui parrotbill		1	15392							Maui parrotbill								
Menura novaehollandiae NC 007883		1	15392				NC_007883			Menura novaehollandiae NC 007883								
Molothrus aeneus JX516067		1	15392				JX516067			Molothrus aeneus JX516067								
Molothrus badius JX516074		1	15392				JX516074			Molothrus badius JX516074								
Bucanetes mongolicus		1	15392							Bucanetes mongolicus								
Nesopsar nigerrimus JX516054		1	15392				JX516054			Nesopsar nigerrimus JX516054								
Northern cardinal		1	15392							Northern cardinal								
Notiomystis		1	15392				KJ909194			Notiomystis								
Nucifraga KF509923		1	15392				KF509923			Nucifraga KF509923								
Hemignathus flavus		1	15392							Hemignathus flavus								
Oedistoma		1	15392				KJ909186			Oedistoma								
Orange canary		1	15392							Orange canary								
Oreopsar bolivianus JX516058		1	15392				JX516058			Oreopsar bolivianus JX516058								
Oriental greenfinch		1	15392							Oriental greenfinch								
Oriolus chinensis NC 020424		1	15392				NC_020424			Oriolus chinensis NC 020424								
Pallas Rosefinch		1	15392							Pallas Rosefinch								
Petroica boodang NC 019666		1	15392				NC_019666			Petroica boodang NC 019666								
Petroica goodenovii NC 019667		1	15392				NC_019667			Petroica goodenovii NC 019667								
