Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes
Lecanicillium psalliotae IISR EPF 02 India		1	1266				KF358373			Lecanicillium psalliotae IISR EPF 02 India					India	Kerala	Wayanad	
Lecanicillium psalliotae QNCSE0810 China		1	1266				JN797793			Lecanicillium psalliotae QNCSE0810 China					China			
Lecanicillium psalliotae XSD08038 China		1	1266				EU918702			Lecanicillium psalliotae XSD08038 China					China			
Lecanicillium psalliotae ARSEF2234		1	1266				EF513016			Lecanicillium psalliotae ARSEF2234								
Lecanicillium psalliotae KYK 00031 Japan		1	1266				AB378519			Lecanicillium psalliotae KYK 00031 Japan					Japan			
Lecanicillium psalliotae ARSEF2332 USA		1	1266				EF513018			Lecanicillium psalliotae ARSEF2332 USA					USA			
Lecanicillium psalliotae CBS 117544 Spain		1	1266				DQ131172			Lecanicillium psalliotae CBS 117544 Spain					Spain			
Lecanicillium psalliotae CBS 100172 USA		1	1266				AJ292390			Lecanicillium psalliotae CBS 100172 USA					USA			
Verticillium saksenae IMI 179841 India		1	1266				AJ292432			Verticillium saksenae IMI 179841 India					India			
Lecanicillium lecanii IMI 255033 Sri Lanka		1	1266				EF513001			Lecanicillium lecanii IMI 255033 Sri Lanka					Sri Lanka			
Lecanicillium muscarium IMI 268316 UK		1	1266				EF513002			Lecanicillium muscarium IMI 268316 UK					UK			
Lecanicillium longisporum IMI 021167 Sri Lanka		1	1266				AJ292385			Lecanicillium longisporum IMI 021167 Sri Lanka					Sri Lanka			
Lecanicillium nodulosum IMI 338014R Mexico		1	1266				EF513012			Lecanicillium nodulosum IMI 338014R Mexico					Mexico			
Lecanicillium attenuatum CBS 170.76 Poland		1	1266				EF679164			Lecanicillium attenuatum CBS 170.76 Poland					Poland			
Lecanicillium dimorphum CBS 363.86 China		1	1266				AJ292429			Lecanicillium dimorphum CBS 363.86 China					China			
Lecanicillium aphanocladii CBS 376.77 Netherlands		1	1266				AJ292431			Lecanicillium aphanocladii CBS 376.77 Netherlands					Netherlands			
Lecanicillium tenuipes CBS 309.85 Spain		1	1266				AJ292391			Lecanicillium tenuipes CBS 309.85 Spain					Spain			
Lecanicillium aranearum CBS 726.73 Ghana		1	1266				AJ292464			Lecanicillium aranearum CBS 726.73 Ghana					Ghana			
Lecanicillium antillanum CBS 350.85 Cuba		1	1266				AJ292392			Lecanicillium antillanum CBS 350.85 Cuba					Cuba			
Lecanicillium fusisporum CBS 164.70 Netherlands		1	1266				AJ292428			Lecanicillium fusisporum CBS 164.70 Netherlands					Netherlands			
Lecanicillium acerosum CBS 418.81 Brazil		1	1266				EF641893			Lecanicillium acerosum CBS 418.81 Brazil					Brazil			
Pochonia chlamydosporia Var chlamydosporia CBS 103.65 Germany		1	1266				AJ292397			Pochonia chlamydosporia Var chlamydosporia CBS 103.65 Germany					Germany			
Pochonia chlamydosporia Var catenulatum CBS 504.66		1	1266				AJ292398			Pochonia chlamydosporia Var catenulatum CBS 504.66								
Verticillium dahliae MD 80 Germany		1	1266				AF364004			Verticillium dahliae MD 80 Germany					Germany			
