Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes
Megaselia hibernans LA008		1	476				KP693150			Megaselia hibernans LA008	Swedish Malaise Trap Project				Sweden			
Megaselia lucifrons LA025		1	476				KP693151			Megaselia lucifrons LA025	Swedish Malaise Trap Project				Sweden			
Megaselia lucifrons LA026		1	476				KP693152			Megaselia lucifrons LA026	Swedish Malaise Trap Project				Sweden			
Megaselia lucifrons LA027		1	476				KP693153			Megaselia lucifrons LA027	Swedish Malaise Trap Project				Sweden			
Megaselia lucifrons LA028		1	476				KP693154			Megaselia lucifrons LA028	Swedish Malaise Trap Project				Sweden			
Megaselia subnitida LA039		1	476				KP693155			Megaselia subnitida LA039	Swedish Malaise Trap Project				Sweden			
Megaselia subnitida LA041		1	476				KP693156			Megaselia subnitida LA041	Swedish Malaise Trap Project				Sweden			
Megaselia subnitida LA049		1	476				KP693157			Megaselia subnitida LA049	Swedish Malaise Trap Project				Sweden			
Megaselia lucifrons LA054		1	476				KP693158			Megaselia lucifrons LA054	Swedish Malaise Trap Project				Sweden			
Megaselia lucifrons LA056		1	476				KP693159			Megaselia lucifrons LA056	Swedish Malaise Trap Project				Sweden			
Megaselia lucifrons LA073		1	476				KP693160			Megaselia lucifrons LA073	Swedish Malaise Trap Project				Sweden			
Megaselia albalucifrons n. sp. LA074		1	476				KP693161			Megaselia albalucifrons n. sp. LA074	Swedish Malaise Trap Project				Sweden			
Megaselia subnitida LA079		1	476				KP693162			Megaselia subnitida LA079	Swedish Malaise Trap Project				Sweden			
Megaselia lucifrons LA086		1	476				KP693163			Megaselia lucifrons LA086	Swedish Malaise Trap Project				Sweden			
Megaselia lucifrons LA087		1	476				KP693164			Megaselia lucifrons LA087	Swedish Malaise Trap Project				Sweden			
Megaselia subnitida LA095		1	476				KP693165			Megaselia subnitida LA095	Swedish Malaise Trap Project				Sweden			
Megaselia subnitida LA097		1	476				KP693166			Megaselia subnitida LA097	Swedish Malaise Trap Project				Sweden			
Megaselia subnitida LA098		1	476				KP693167			Megaselia subnitida LA098	Swedish Malaise Trap Project				Sweden			
Megaselia subnitida LA139		1	476				KP693168			Megaselia subnitida LA139	Swedish Malaise Trap Project				Sweden			
Megaselia subnitida LA140		1	476				KP693169			Megaselia subnitida LA140	Swedish Malaise Trap Project				Sweden			
Megaselia subnitida LA141		1	476				KP693170			Megaselia subnitida LA141	Swedish Malaise Trap Project				Sweden			
Megaselia subnitida LA142		1	476				KP693171			Megaselia subnitida LA142	Swedish Malaise Trap Project				Sweden			
Megaselia subnitida LA144		1	476				KP693172			Megaselia subnitida LA144	Swedish Malaise Trap Project				Sweden			
Megaselia lucifrons LA152		1	476				KP693173			Megaselia lucifrons LA152	Swedish Malaise Trap Project				Sweden			
Megaselia lucifrons LA153		1	476				KP693174			Megaselia lucifrons LA153	Swedish Malaise Trap Project				Sweden			
Megaselia lucifrons LA155		1	476				KP693175			Megaselia lucifrons LA155	Swedish Malaise Trap Project				Sweden			
Megaselia lucifrons LA159		1	476				KP693176			Megaselia lucifrons LA159	Swedish Malaise Trap Project				Sweden			
Megaselia lucifrons LA161		1	476				KP693177			Megaselia lucifrons LA161	Swedish Malaise Trap Project				Sweden			
Megaselia lucifrons LA180		1	476				KP693178			Megaselia lucifrons LA180	Swedish Malaise Trap Project				Sweden			
Megaselia lucifrons LA196		1	476				KP693179			Megaselia lucifrons LA196	Swedish Malaise Trap Project				Sweden			
Megaselia lucifrons LA197		1	476				KP693180			Megaselia lucifrons LA197	Swedish Malaise Trap Project				Sweden			
