Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes
Nicotiana tabacum Z00044		1	348866				Z00044			Nicotiana tabacum								Cultivated
Atropa belladonna AJ316582		1	348866				AJ316582			Atropa belladonna								Cultivated
Panax ginseng AY582139		1	348866				AY582139			Panax ginseng					Korea			
Daucus carota DQ898156		1	348866				DQ898156			Daucus carota								Cultivated
Helianthus annuus DQ383815		1	348866				DQ383815			Helianthus annuus								Cultivated
Lactuca sativa DQ383816		1	348866				DQ383816			Lactuca sativa								Cultivated
Carpodetus serratus K5211		1	348866	IND	Knox 5211					Carpodetus serratus					New Zealand			Oratia Native Plant Nursery 
Trachelium caeruleum EU090187		1	348866				EU090187			Trachelium caeruleum								Cultivated
Cyphia belfastica K5164		1	348866	IND	Knox 5164					Cyphia belfastica	"Knox, Eric B."				South Africa			
Cyphia tortilis K5141B		1	348866	IND	Knox 5141					Cyphia tortilis	"Knox, Eric B."				South Africa			
Cyphia angustiloba K5134F		1	348866	IND	Knox 5134					Cyphia angustiloba	"Knox, Eric B."				South Africa			
Cyphia dentariifolia K5126		1	348866	IND	Knox 5126					Cyphia dentariifolia	"Knox, Eric B."				South Africa			
Cyphia bulbosa K5106A		1	348866	IND	Knox 5106					Cyphia bulbosa	"Knox, Eric B."				South Africa			
Cyphia schlechteri K5115E		1	348866	IND	Knox 5115					Cyphia schlechteri	"Knox, Eric B."				South Africa			
Cyphia banksiana K5108H		1	348866	IND	Knox 5108					Cyphia banksiana	"Knox, Eric B."				South Africa			
Cyphia phyteuma K5155A		1	348866	IND	Knox 5155					Cyphia phyteuma	"Knox, Eric B."				South Africa			
Cyphia crenata K5110A		1	348866	IND	Knox 5110					Cyphia crenata	"Knox, Eric B."				South Africa			
Cyphia elata K5165		1	348866	IND	Knox 5165					Cyphia elata	"Knox, Eric B."				South Africa			
Cyphia glandulifera K3706C		1	348866	IND	Knox 3706					Cyphia glandulifera	"Knox, Eric B."				Kenya			
Lobelia baumannii K3609		1	348866	IND	Knox 3609					Lobelia baumannii	"Knox, Eric B."				Tanzania			
Lobelia hartlaubii K3316		1	348866	IND	Knox 3316					Lobelia hartlaubii	"Knox, Eric B."				Tanzania			
Lobelia holstii K2788A		1	348866	IND	Knox 2788					Lobelia holstii	"Knox, Eric B."				Kenya			
Lobelia malowensis K4814		1	348866	IND	Knox 4814					Lobelia malowensis	"Knox, Eric B."				South Africa			
Lobelia patula K4609		1	348866	IND	Knox 4609					Lobelia patula	"Knox, Eric B."				South Africa			
Lobelia heterophylla Ar1101021C		1	348866	MEL	Archer 1101021					Lobelia heterophylla	"Archer, William"				Australia			
Colensoa physaloides K5210		1	348866	IND	Knox 5210					Colensoa physaloides					New Zealand			Oratia Native Plant Nursery 
Monopsis stellarioides K1668		1	348866	IND	Knox 1668					Monopsis stellarioides	"Knox, Eric B."				Tanzania			
Monopsis alba K4628		1	348866	IND	Knox 4628					Monopsis alba	"Knox, Eric B."				South Africa			
Monopsis debilis K4790A		1	348866	IND	Knox 4790					Monopsis debilis	"Knox, Eric B."				South Africa			
Monopsis flava K5116		1	348866	IND	Knox 5116					Monopsis flava	"Knox, Eric B."				South Africa			
Lobelia linearis K5180		1	348866	IND	Knox 5180					Lobelia linearis	"Knox, Eric B."				South Africa			
Lobelia thermalis K5169		1	348866	IND	Knox 5169					Lobelia thermalis	"Knox, Eric B."				South Africa			
Grammatotheca bergiana K4612		1	348866	IND	Knox 4612					Grammatotheca bergiana	"Knox, Eric B."				South Africa			
Lobelia sonderiana K4662		1	348866	IND	Knox 4662					Lobelia sonderiana	"Knox, Eric B."				South Africa			
Lobelia galpinii K5167B		1	348866	IND	Knox 5167					Lobelia galpinii	"Knox, Eric B."				South Africa			
Lobelia fervens K602A		1	348866	IND	Knox 602					Lobelia fervens	"Knox, Eric B."				Tanzania			
Lobelia erinus K5161		1	348866	IND	Knox 5161					Lobelia erinus	"Knox, Eric B."							Cultivated
Lobelia laxa K5168A		1	348866	IND	Knox 5168					Lobelia laxa	"Knox, Eric B."				South Africa			
Wimmerella hederacea K5135		1	348866	IND	Knox 5135					Wimmerella hederacea	"Knox, Eric B."				South Africa			
Lobelia anceps K2370		1	348866	IND	Knox 2370					Lobelia anceps	"Knox, Eric B."				New Zealand			
Lobelia jasionoides K5182		1	348866	IND	Knox 5182					Lobelia jasionoides	"Knox, Eric B."				South Africa			
Lobelia siphilitica K5089A		1	348866	IND	Knox 5089					Lobelia siphilitica	"Knox, Eric B."				United States			
Lobelia cardinalis K5085		1	348866	IND	Knox 5085					Lobelia cardinalis	"Knox, Eric B."				United States			
Lobelia puberula K5092		1	348866	IND	Knox 5092					Lobelia puberula	"Knox, Eric B."				United States			
Lobelia spicata K5086P		1	348866	IND	Knox 5086					Lobelia spicata	"Knox, Eric B."				United States			
Lobelia inflata K5099		1	348866	IND	Knox 5099					Lobelia inflata	"Knox, Eric B."				United States			
Lobelia laxiflora UCBG770051		1	348866		UCBG 770051					Lobelia laxiflora					Mexico			University of California Botancial Garden
Porterella carnosula Pa s.n.		1	348866	IND	Park s.n.					Porterella carnosula	"Park, Mike"				United States			
Lithotoma petraea W5440		1	348866	MEL	Walsh 5440					Lithotoma petraea	"Walsh, Neville G."				Australia			
Lobelia polyphylla UCBG830321C		1	348866		UCBG 830321					Lobelia polyphylla					Chile			University of California Botancial Garden
Lobelia boninensis NTBG950601		1	348866		NTBG 950601					Lobelia boninensis					Bonin Islands			National Tropical Botanical Garden
Cyanea fissa NTBG050031		1	348866		NTBG 050031					Cyanea fissa					Hawaii			National Tropical Botanical Garden
Delissea rhytidosperma NTBG050191		1	348866		NTBG 050191					Delissea rhytidosperma					Hawaii			National Tropical Botanical Garden
Brighamia insignis NTBG050389		1	348866		NTBG 050389					Brighamia insignis					Hawaii			National Tropical Botanical Garden
Lobelia stricklandiae K3452		1	348866	IND	Knox 3452					Lobelia stricklandiae	"Knox, Eric B."				Tanzania			
Lobelia longisepala K3522		1	348866	IND	Knox 3522					Lobelia longisepala	"Knox, Eric B."				Tanzania			
Lobelia morogoroensis K619		1	348866	IND	Knox 619					Lobelia morogoroensis	"Knox, Eric B."				Tanzania			
Lobelia thuliniana K876		1	348866	IND	Knox 876					Lobelia thuliniana	"Knox, Eric B."				Tanzania			
Lobelia gregoriana K4505		1	348866	IND	Knox 4505					Lobelia gregoriana	"Knox, Eric B."				Kenya			
