RowSegmentID	Row Taxon Label	Title	Start Index	End Index	Inst. Acronym	Collection Code	Catalog Number	GenBank Accession	Other Accession Num	Sample Date	Sample Taxon Label	Collector	Latitude	Longitude	Elevation	Country	State	Locality	Notes	
62166	Zea mays ZM2G165272		1	476							Zea mays ZM2G165272								
62165	Zea mays ZM2G164909		1	476							Zea mays ZM2G164909								
62164	Zea mays ZM2G139535		1	476							Zea mays ZM2G139535								
62163	Zea mays ZM2G132971		1	476							Zea mays ZM2G132971								
62162	Zea mays ZM2G125969		1	476							Zea mays ZM2G125969								
62161	Zea mays ZM2G118485		1	476							Zea mays ZM2G118485								
62160	Zea mays ZM2G118453		1	476							Zea mays ZM2G118453								
62159	Zea mays ZM2G118047		1	476							Zea mays ZM2G118047								
62158	Zea mays ZM2G115456		1	476							Zea mays ZM2G115456								
62157	Zea mays ZM2G105348		1	476							Zea mays ZM2G105348								
62156	Zea mays ZM2G089525		1	476							Zea mays ZM2G089525								
62155	Zea mays ZM2G088242		1	476							Zea mays ZM2G088242								
62154	Zea mays ZM2G086880		1	476							Zea mays ZM2G086880								
62153	Zea mays ZM2G059851		1	476							Zea mays ZM2G059851								
62152	Zea mays ZM2G010871		1	476							Zea mays ZM2G010871								
62151	Zea mays ZM2G026742		1	476							Zea mays ZM2G026742								
62150	Zea mays ZM2G005815		1	476							Zea mays ZM2G005815								
62149	Zea mays ZM2G002131		1	476							Zea mays ZM2G002131								
62148	Oryza sativa Os10g28340.1		1	476							Oryza sativa Os10g28340.1								
62147	Oryza sativa Os09g35790.1		1	476							Oryza sativa Os09g35790.1								
62142	Oryza sativa Os07g44690.1		1	476							Oryza sativa Os07g44690.1								
62141	Oryza sativa Os07g08140.1		1	476							Oryza sativa Os07g08140.1								
62100	Oryza sativa Os06g36930.1		1	476							Oryza sativa Os06g36930.1								
62099	Oryza sativa Os06g35960.1		1	476							Oryza sativa Os06g35960.1								
62098	Oryza sativa Os05g45410.1		1	476							Oryza sativa Os05g45410.1								
62097	Oryza sativa Os04g48030.1		1	476							Oryza sativa Os04g48030.1								
62096	Oryza sativa Os03g63750.1		1	476							Oryza sativa Os03g63750.1								
62095	Oryza sativa Os03g58160.1		1	476							Oryza sativa Os03g58160.1								
62094	Oryza sativa Os03g53340.1		1	476							Oryza sativa Os03g53340.1								
62093	Oryza sativa Os03g25120.1		1	476							Oryza sativa Os03g25120.1								
62052	Oryza sativa Os03g12370.1		1	476							Oryza sativa Os03g12370.1								
62051	Oryza sativa Os03g06630.1		1	476							Oryza sativa Os03g06630.1								
62050	Oryza sativa Os02g32590.1		1	476							Oryza sativa Os02g32590.1								
62049	Oryza sativa Os02g29340.1		1	476							Oryza sativa Os02g29340.1								
62048	Oryza sativa Os02g13800.1		1	476							Oryza sativa Os02g13800.1								
62047	Oryza sativa Os01g54550.1		1	476							Oryza sativa Os01g54550.1								
62046	Oryza sativa Os01g53220.1		1	476							Oryza sativa Os01g53220.1								
62045	Oryza sativa Os01g43590.1		1	476							Oryza sativa Os01g43590.1								
62041	Arabidopsis thaliana AT4G17750.1		1	476							Arabidopsis thaliana AT4G17750.1								
62035	Arabidopsis thaliana AT4G13980.1		1	476							Arabidopsis thaliana AT4G13980.1								
62034	Arabidopsis thaliana AT4G11660.1		1	476							Arabidopsis thaliana AT4G11660.1								
62033	Arabidopsis thaliana AT3G63350.1		1	476							Arabidopsis thaliana AT3G63350.1								
62032	Arabidopsis thaliana AT3G51910.1		1	476							Arabidopsis thaliana AT3G51910.1								
62031	Arabidopsis thaliana AT3G24520.1		1	476							Arabidopsis thaliana AT3G24520.1								
62030	Arabidopsis thaliana AT3G22830.1		1	476							Arabidopsis thaliana AT3G22830.1								
62029	Arabidopsis thaliana AT3G02990.1		1	476							Arabidopsis thaliana AT3G02990.1								
62028	Arabidopsis thaliana AT2G41690.1		1	476							Arabidopsis thaliana AT2G41690.1								
62027	Arabidopsis thaliana AT2G26150.2		1	476							Arabidopsis thaliana AT2G26150.2								
62026	Arabidopsis thaliana AT2G26150.1		1	476							Arabidopsis thaliana AT2G26150.1								
62025	Arabidopsis thaliana AT1G67970.1		1	476							Arabidopsis thaliana AT1G67970.1								
61984	Arabidopsis thaliana AT1G46264.1		1	476							Arabidopsis thaliana AT1G46264.1								
61983	Solanum lycopersicum Solyc02g078340.1.1		1	476							Solanum lycopersicum Solyc02g078340.1.1								
61982	Solanum lycopersicum Solyc02g079180.1.1		1	476							Solanum lycopersicum Solyc02g079180.1.1								
61981	Solanum lycopersicum Solyc10g079380.1.1		1	476							Solanum lycopersicum Solyc10g079380.1.1								
61940	Solanum lycopersicum Solyc03g026020.1.1		1	476							Solanum lycopersicum Solyc03g026020.1.1								
61939	Solanum lycopersicum Solyc04g016000.1.1		1	476							Solanum lycopersicum Solyc04g016000.1.1								
61938	Solanum lycopersicum Solyc08g080540.1.1		1	476							Solanum lycopersicum Solyc08g080540.1.1								
61937	Solanum lycopersicum Solyc02g090820.1.1		1	476							Solanum lycopersicum Solyc02g090820.1.1								
61936	Solanum lycopersicum Solyc04g078770.1.1		1	476							Solanum lycopersicum Solyc04g078770.1.1								
61935	Solanum lycopersicum Solyc11g064990.1.1		1	476							Solanum lycopersicum Solyc11g064990.1.1								
61933	Solanum lycopersicum Solyc03g006000.1.1		1	476							Solanum lycopersicum Solyc03g006000.1.1								
61932	Solanum lycopersicum Solyc12g007070.1.1		1	476							Solanum lycopersicum Solyc12g007070.1.1								
61931	Solanum lycopersicum Solyc02g072000.1.1		1	476							Solanum lycopersicum Solyc02g072000.1.1								
61929	Solanum lycopersicum Solyc09g009100.1.1		1	476							Solanum lycopersicum Solyc09g009100.1.1								
61927	Solanum lycopersicum Solyc12g098520.1.1		1	476							Solanum lycopersicum Solyc12g098520.1.1								
61925	Solanum lycopersicum Solyc08g076590.1.1		1	476							Solanum lycopersicum Solyc08g076590.1.1								
61923	Solanum lycopersicum Solyc03g097120.1.1		1	476							Solanum lycopersicum Solyc03g097120.1.1								
61921	Solanum lycopersicum Solyc07g040680.1.1		1	476							Solanum lycopersicum Solyc07g040680.1.1								
61919	Solanum lycopersicum Solyc08g062960.1.1		1	476							Solanum lycopersicum Solyc08g062960.1.1								
61916	Capsicum annuum CaHsfA9d		1	476							Capsicum annuum CaHsfA9d								
61914	Capsicum annuum CaHsfB3b		1	476							Capsicum annuum CaHsfB3b								
61913	Capsicum annuum CaHsfB3a		1	476							Capsicum annuum CaHsfB3a								
61911	Capsicum annuum CaHsfB2a		1	476							Capsicum annuum CaHsfB2a								
61909	Capsicum annuum CaHsfB1		1	476							Capsicum annuum CaHsfB1								
61907	Capsicum annuum CaHsfA9b		1	476							Capsicum annuum CaHsfA9b								
61905	Capsicum annuum CaHsfA4b		1	476							Capsicum annuum CaHsfA4b								
61903	Capsicum annuum CaHsfA4a		1	476							Capsicum annuum CaHsfA4a								
61901	Capsicum annuum CaHsfA8		1	476							Capsicum annuum CaHsfA8								
61899	Capsicum annuum CaHsfA9a		1	476							Capsicum annuum CaHsfA9a								
61898	Capsicum annuum CaHsfA6a		1	476							Capsicum annuum CaHsfA6a								
61897	Capsicum annuum CaHsfA6b		1	476							Capsicum annuum CaHsfA6b								
61895	Capsicum annuum CaHsfA6c		1	476							Capsicum annuum CaHsfA6c								
61894	Arabidopsis thaliana AT1G32330.1		1	476							Arabidopsis thaliana AT1G32330.1								
62169	Zea mays ZM2G179802		1	476							Zea mays ZM2G179802								
62168	Zea mays ZM2G173090		1	476							Zea mays ZM2G173090								
62167	Zea mays ZM2G165972		1	476							Zea mays ZM2G165972								
62146	Oryza sativa Os09g28354.1		1	476							Oryza sativa Os09g28354.1								
62145	Oryza sativa Os09g28200.1		1	476							Oryza sativa Os09g28200.1								
62144	Oryza sativa Os08g43334.1		1	476							Oryza sativa Os08g43334.1								
62143	Oryza sativa Os08g36700.1		1	476							Oryza sativa Os08g36700.1								
62044	Oryza sativa Os01g39020.1		1	476							Oryza sativa Os01g39020.1								
62043	Arabidopsis thaliana AT5G16820.1		1	476							Arabidopsis thaliana AT5G16820.1								
62042	Arabidopsis thaliana AT4G36990.1		1	476							Arabidopsis thaliana AT4G36990.1								
62040	Arabidopsis thaliana AT5G62020.1		1	476							Arabidopsis thaliana AT5G62020.1								
62039	Arabidopsis thaliana AT5G45710.1		1	476							Arabidopsis thaliana AT5G45710.1								
62038	Arabidopsis thaliana AT5G43840.1		1	476							Arabidopsis thaliana AT5G43840.1								
62037	Arabidopsis thaliana AT5G03720.1		1	476							Arabidopsis thaliana AT5G03720.1								
62036	Arabidopsis thaliana AT4G18880.1		1	476							Arabidopsis thaliana AT4G18880.1								
61934	Solanum lycopersicum Solyc02g072060.1.1		1	476							Solanum lycopersicum Solyc02g072060.1.1								
61930	Solanum lycopersicum Solyc07g055710.1.1		1	476							Solanum lycopersicum Solyc07g055710.1.1								
61928	Solanum lycopersicum Solyc09g059520.1.1		1	476							Solanum lycopersicum Solyc09g059520.1.1								
61926	Solanum lycopersicum Solyc06g072750.1.1		1	476							Solanum lycopersicum Solyc06g072750.1.1								
61924	Solanum lycopersicum Solyc08g005170.1.1		1	476							Solanum lycopersicum Solyc08g005170.1.1								
61922	Solanum lycopersicum Solyc09g082670.1.1		1	476							Solanum lycopersicum Solyc09g082670.1.1								
61920	Solanum lycopersicum Solyc09g065660.1.1		1	476							Solanum lycopersicum Solyc09g065660.1.1								
61917	Capsicum annuum CaHsfA1e		1	476							Capsicum annuum CaHsfA1e								
61915	Capsicum annuum CaHsfB5		1	476							Capsicum annuum CaHsfB5								
61912	Capsicum annuum CaHsfA9c		1	476							Capsicum annuum CaHsfA9c								
61910	Capsicum annuum CaHsfB2b		1	476							Capsicum annuum CaHsfB2b								
61908	Capsicum annuum CaHsfB4		1	476							Capsicum annuum CaHsfB4								
61906	Capsicum annuum CaHsfC1		1	476							Capsicum annuum CaHsfC1								
61904	Capsicum annuum CaHsfA5		1	476							Capsicum annuum CaHsfA5								
61902	Capsicum annuum CaHsfA4c		1	476							Capsicum annuum CaHsfA4c								
61900	Capsicum annuum CaHsfA3		1	476							Capsicum annuum CaHsfA3								
61918	Capsicum annuum CaHsfA1d		1	476							Capsicum annuum CaHsfA1d								
61896	Capsicum annuum CaHsfA1b		1	476							Capsicum annuum CaHsfA1b								
61892	Capsicum annuum CaHsfA2		1	476							Capsicum annuum CaHsfA2								
